2024/04/19 13:51:09 1713502269.466      1 192.168.0.101 TCP_DENIED/403 3827 CONNECT filerep-replica.ff.avast.com:443 - HIER_NONE/- text/html
2024/04/19 13:51:10 1713502270.144 107128 192.168.0.101 TCP_TUNNEL/200 10625 CONNECT play.googleapis.com:443 - HIER_DIRECT/2404:6800:4004:812::200a -
2024/04/19 13:51:11 1713502271.151      1 192.168.0.101 TCP_DENIED/403 3745 CONNECT privacy-score.ff.avast.com:443 - HIER_NONE/- text/html
2024/04/19 13:51:23 1713502283.933  30961 192.168.0.101 TCP_TUNNEL/200 6751 CONNECT csas.norton.com:443 - HIER_DIRECT/54.88.218.41 -
2024/04/19 13:51:27 1713502287.306  30982 192.168.0.101 TCP_TUNNEL/200 8453 CONNECT o2.norton.com:443 - HIER_DIRECT/52.186.153.84 -
2024/04/19 13:51:30 1713502290.158  30827 192.168.0.101 TCP_TUNNEL/200 8270 CONNECT o2.norton.com:443 - HIER_DIRECT/52.186.153.84 -
2024/04/19 13:51:32 1713502292.108  31911 192.168.0.101 TCP_TUNNEL/200 7476 CONNECT nag.norton.com:443 - HIER_DIRECT/40.121.131.160 -
2024/04/19 13:51:36 1713502296.758      2 192.168.0.101 TCP_DENIED/403 3815 CONNECT ssl.google-analytics.com:443 - HIER_NONE/- text/html
2024/04/19 13:52:00 1713502320.107  62676 192.168.0.101 TCP_TUNNEL/200 6877 CONNECT o2-ds.norton.com:443 - HIER_DIRECT/52.255.192.45 -
2024/04/19 13:52:08 1713502328.131      2 192.168.0.101 TCP_DENIED/403 3848 CONNECT q2xson-conversions.appsflyersdk.com:443 - HIER_NONE/- text/html
2024/04/19 13:52:08 1713502328.758      1 192.168.0.101 TCP_DENIED/403 3800 CONNECT app-measurement.com:443 - HIER_NONE/- text/html
2024/04/19 13:52:11 1713502331.629      1 192.168.0.101 TCP_DENIED/403 3827 CONNECT filerep-replica.ff.avast.com:443 - HIER_NONE/- text/html
2024/04/19 13:52:11 1713502331.778      2 192.168.0.101 TCP_DENIED/403 3745 CONNECT privacy-score.ff.avast.com:443 - HIER_NONE/- text/html
2024/04/19 13:52:20 1713502340.684      1 192.168.0.101 TCP_DENIED/403 3800 CONNECT app-measurement.com:443 - HIER_NONE/- text/html
2024/04/19 13:52:21 1713502341.142      1 192.168.0.101 TCP_DENIED/403 3848 CONNECT q2xson-conversions.appsflyersdk.com:443 - HIER_NONE/- text/html
2024/04/19 13:52:23 1713502343.041      1 192.168.0.101 TCP_DENIED/403 3827 CONNECT filerep-replica.ff.avast.com:443 - HIER_NONE/- text/html
2024/04/19 13:52:23 1713502343.133      1 192.168.0.101 TCP_DENIED/403 3745 CONNECT privacy-score.ff.avast.com:443 - HIER_NONE/- text/html
2024/04/19 13:52:28 1713502348.644  65891 192.168.0.101 TCP_TUNNEL/200 7445 CONNECT play.googleapis.com:443 - HIER_DIRECT/2404:6800:4004:80f::200a -
2024/04/19 13:52:30 1713502350.594      2 192.168.0.101 TCP_DENIED/403 3812 CONNECT sdk-api-v1.singular.net:443 - HIER_NONE/- text/html
2024/04/19 13:52:30 1713502350.729      1 192.168.0.101 TCP_DENIED/403 3812 CONNECT sdk-api-v1.singular.net:443 - HIER_NONE/- text/html
2024/04/19 13:52:30 1713502350.781      2 192.168.0.101 TCP_DENIED/403 3812 CONNECT sdk-api-v1.singular.net:443 - HIER_NONE/- text/html
2024/04/19 13:52:32 1713502352.452      1 192.168.0.101 TCP_DENIED/403 3812 CONNECT sdk-api-v1.singular.net:443 - HIER_NONE/- text/html
2024/04/19 13:52:32 1713502352.510      1 192.168.0.101 TCP_DENIED/403 3812 CONNECT sdk-api-v1.singular.net:443 - HIER_NONE/- text/html
2024/04/19 13:52:32 1713502352.540      1 192.168.0.101 TCP_DENIED/403 3812 CONNECT sdk-api-v1.singular.net:443 - HIER_NONE/- text/html
2024/04/19 13:52:33 1713502353.590      1 192.168.0.101 TCP_DENIED/403 3812 CONNECT sdk-api-v1.singular.net:443 - HIER_NONE/- text/html
2024/04/19 13:52:34 1713502354.863      2 192.168.0.101 TCP_DENIED/403 3812 CONNECT sdk-api-v1.singular.net:443 - HIER_NONE/- text/html
2024/04/19 13:52:34 1713502354.866      2 192.168.0.101 TCP_DENIED/403 3851 CONNECT q2xson-cdn-settings.appsflyersdk.com:443 - HIER_NONE/- text/html
2024/04/19 13:52:35 1713502355.086      2 192.168.0.101 TCP_DENIED/403 3812 CONNECT sdk-api-v1.singular.net:443 - HIER_NONE/- text/html
2024/04/19 13:52:35 1713502355.119      1 192.168.0.101 TCP_DENIED/403 3812 CONNECT sdk-api-v1.singular.net:443 - HIER_NONE/- text/html
2024/04/19 13:52:35 1713502355.264      2 192.168.0.101 TCP_DENIED/403 3848 CONNECT q2xson-conversions.appsflyersdk.com:443 - HIER_NONE/- text/html
2024/04/19 13:52:38 1713502358.541  96164 192.168.0.101 TCP_TUNNEL/200 200109 CONNECT play.google.com:443 - HIER_DIRECT/2404:6800:4004:825::200e -
2024/04/19 13:52:38 1713502358.541 146389 192.168.0.101 TCP_TUNNEL/200 3722 CONNECT spoc.norton.com:443 - HIER_DIRECT/13.83.121.238 -
2024/04/19 13:52:38 1713502358.541 103537 192.168.0.101 TCP_TUNNEL/200 8511 CONNECT branding.norton.com:443 - HIER_DIRECT/2600:140b:1e00:3a9::35b -
2024/04/19 13:52:38 1713502358.541  99982 192.168.0.101 TCP_TUNNEL/200 9430 CONNECT mobilesecuritycore-cdn.norton.com:443 - HIER_DIRECT/184.27.112.220 -
2024/04/19 13:52:38 1713502358.541  99321 192.168.0.101 TCP_TUNNEL/200 6706 CONNECT mobilesecuritycore-detection.norton.com:443 - HIER_DIRECT/184.27.112.220 -
2024/04/19 13:52:38 1713502358.564 103781 192.168.0.101 TCP_TUNNEL/200 7413 CONNECT branding.norton.com:443 - HIER_DIRECT/2600:140b:1e00:3a9::35b -
2024/04/19 13:52:40 1713502360.834      0 192.168.0.101 TCP_DENIED/403 3800 CONNECT app-measurement.com:443 - HIER_NONE/- text/html
2024/04/19 13:52:41 1713502361.278      1 192.168.0.101 TCP_DENIED/403 3842 CONNECT firebase-settings.crashlytics.com:443 - HIER_NONE/- text/html
2024/04/19 13:52:41 1713502361.567      0 192.168.0.101 TCP_DENIED/403 3851 CONNECT q2xson-cdn-settings.appsflyersdk.com:443 - HIER_NONE/- text/html
2024/04/19 13:52:41 1713502361.568      0 192.168.0.101 TCP_DENIED/403 3800 CONNECT assets.adobedtm.com:443 - HIER_NONE/- text/html
2024/04/19 13:52:41 1713502361.632      0 192.168.0.101 TCP_DENIED/403 3721 CONNECT shepherd.avcdn.net:443 - HIER_NONE/- text/html
2024/04/19 13:52:41 1713502361.644      1 192.168.0.101 TCP_DENIED/403 3833 CONNECT q2xson-inapps.appsflyersdk.com:443 - HIER_NONE/- text/html
2024/04/19 13:52:41 1713502361.645      1 192.168.0.101 TCP_DENIED/403 3848 CONNECT q2xson-conversions.appsflyersdk.com:443 - HIER_NONE/- text/html
2024/04/19 13:52:41 1713502361.646      0 192.168.0.101 TCP_DENIED/403 3839 CONNECT q2xson-launches.appsflyersdk.com:443 - HIER_NONE/- text/html
2024/04/19 13:52:41 1713502361.667      0 192.168.0.101 TCP_DENIED/403 3800 CONNECT assets.adobedtm.com:443 - HIER_NONE/- text/html
